"BrainKey","lsmpath","imagestems","Side","UniqueID","CloneNo","Genotype","Sex","CloneName"
"SAED21","SAED21-1.lsm","SAED21-1","R",580,2,"fru MARCM","F","pSP-a"
"SAED21","SAED21-1.lsm","SAED21-1","L",582,3,"fru MARCM","F","aDT-c"
"SAED22","SAED22-1.lsm","SAED22-1","R",605,3,"fru MARCM","F",NA
"SAED22","SAED22-1.lsm","SAED22-1","R",604,2,"fru MARCM","F","pMP-f"
"SAED22","SAED22-1.lsm","SAED22-1","L",597,1,"fru MARCM","F","aDT-a"
"SAED23","SAED23-1.lsm","SAED23-1","L",608,1,"fru MARCM","F","aSP-k"
"SAED23","SAED23-1.lsm","SAED23-1","R",778,2,"fru MARCM","F","pSG-e"
"SAED24","SAED24-1.lsm","SAED24-1","L",2278,3,"fru MARCM","F","aIP-f"
"SAED24","SAED24-1.lsm","SAED24-1","L",546,1,"fru MARCM","F","aDT-d"
"SAED24","SAED24-1.lsm","SAED24-1","L",547,2,"fru MARCM","F",NA
"SAED24","SAED24-1.lsm","SAED24-1","L",4004,4,"fru MARCM","F","SN-b"
"SAED26","SAED26-1.lsm","SAED26-1","L",783,3,"fru MARCM","F",NA
"SAED26","SAED26-1.lsm","SAED26-1","L",2002,4,"fru MARCM","F",NA
"SAED26","SAED26-1.lsm","SAED26-1","R",548,1,"fru MARCM","F","pMP-a"
"SAED26","SAED26-1.lsm","SAED26-1","L",549,2,"fru MARCM","F","aIP-f"
"SAED27","SAED27-1.lsm","SAED27-1","L",550,1,"fru MARCM","F","aDT-e"
"SAED28","SAED28-1.lsm","SAED28-1","L",2217,3,"fru MARCM","F","aSP-b"
"SAED28","SAED28-1.lsm","SAED28-1","R",554,2,"fru MARCM","F","aSP-a"
"SAED28","SAED28-1.lsm","SAED28-1","L",553,1,"fru MARCM","F","aSP-m"
"SAED5","SAED5-1.lsm","SAED5-1","R",528,2,"fru MARCM","F","pIP-e"
"SAED5","SAED5-1.lsm","SAED5-1","R",527,1,"fru MARCM","F","pSP-a"
"SAED7","SAED7-1.lsm","SAED7-1","R",532,5,"fru MARCM","F",NA
"SAED7","SAED7-1.lsm","SAED7-1","R",526,1,"fru MARCM","F","aDT-g"
"SAED7","SAED7-1.lsm","SAED7-1","L",530,3,"fru MARCM","F","pSP-b"
"SAED7","SAED7-1.lsm","SAED7-1","L",531,4,"fru MARCM","F",NA
"SAED7","SAED7-1.lsm","SAED7-1","L",529,2,"fru MARCM","F","pSP-f"
"SAED9","SAED9-1.lsm","SAED9-1","R",534,2,"fru MARCM","F","MB"
"SAED9","SAED9-1.lsm","SAED9-1","L",533,1,"fru MARCM","F","pSP-b"
"SAEE1","SAEE1-1.lsm","SAEE1-1","L",555,1,"fru MARCM","F","aDT-e"
"SAEE10","SAEE10-1.lsm","SAEE10-1","L",568,1,"fru MARCM","F","pSP-e"
"SAEE10","SAEE10-1.lsm","SAEE10-1","L",4005,4,"fru MARCM","F","SN-d"
"SAEE10","SAEE10-1.lsm","SAEE10-1","L",570,3,"fru MARCM","F",NA
"SAEE10","SAEE10-1.lsm","SAEE10-1","L",569,2,"fru MARCM","F",NA
"SAEE14","SAEE14-1.lsm","SAEE14-1","R",576,2,"fru MARCM","F","aIP-d"
"SAEE14","SAEE14-1.lsm","SAEE14-1","R",577,3,"fru MARCM","F","pIP-g"
"SAEE14","SAEE14-1.lsm","SAEE14-1","L",574,1,"fru MARCM","F","aSP-k"
"SAEE2","SAEE2-1.lsm","SAEE2-1","L",557,2,"fru MARCM","F",NA
"SAEE2","SAEE2-1.lsm","SAEE2-1","R",556,1,"fru MARCM","F","aSP-f"
"SAEE4","SAEE4-1.lsm","SAEE4-1","R",560,2,"fru MARCM","F","pMP-d"
"SAEE4","SAEE4-1.lsm","SAEE4-1","R",559,1,"fru MARCM","F","aSP-l"
"SAEE4","SAEE4-1.lsm","SAEE4-1","R",4006,3,"fru MARCM","F","SN-a"
"SAEE6","SAEE6-1.lsm","SAEE6-1","L",561,1,"fru MARCM","F","aDT-e"
"SAEE6","SAEE6-1.lsm","SAEE6-1","R",3019,4,"fru MARCM","F","aIP-d"
"SAEE6","SAEE6-1.lsm","SAEE6-1","R",563,3,"fru MARCM","F","aSP-b"
"SAEE6","SAEE6-1.lsm","SAEE6-1","L",562,2,"fru MARCM","F","pMP-a"
"SAEE7","SAEE7-1.lsm","SAEE7-1","L",564,1,"fru MARCM","F","aDT-e"
"SAEE8","SAEE8-1.lsm","SAEE8-1","L",565,1,"fru MARCM","F","aIP-e"
"SAEE8","SAEE8-1.lsm","SAEE8-1","R",566,2,"fru MARCM","F","aDT-h"
"SAEG11","SAEG11-1.lsm","SAEG11-1","R",598,1,"fru MARCM","M","pSP-b"
"SAEG11","SAEG11-1.lsm","SAEG11-1","L",600,3,"fru MARCM","M","pIP-h"
"SAEG11","SAEG11-1.lsm","SAEG11-1","L",599,2,"fru MARCM","M","pIP-c"
"SAEG12","SAEG12-1.lsm","SAEG12-1","R",603,3,"fru MARCM","M","pMP-b"
"SAEG12","SAEG12-1.lsm","SAEG12-1","L",4102,4,"fru MARCM","M","pMP-g"
"SAEG12","SAEG12-1.lsm","SAEG12-1","L",602,2,"fru MARCM","M","aSG-a"
"SAEG12","SAEG12-1.lsm","SAEG12-1","L",601,1,"fru MARCM","M","pMP-a"
"SAEG14","SAEG14-1.lsm","SAEG14-1","L",3020,3,"fru MARCM","M",NA
"SAEG14","SAEG14-1.lsm","SAEG14-1","R",606,1,"fru MARCM","M","pIP-j"
"SAEG14","SAEG14-1.lsm","SAEG14-1","R",607,2,"fru MARCM","M",NA
"SAEG15","SAEG15-1.lsm","SAEG15-1","R",610,2,"fru MARCM","M",NA
"SAEG15","SAEG15-1.lsm","SAEG15-1","R",609,1,"fru MARCM","M","aIP-i"
"SAEG15","SAEG15-1.lsm","SAEG15-1","R",611,3,"fru MARCM","M","pSP-b"
"SAEG16","SAEG16-1.lsm","SAEG16-1","R",615,3,"fru MARCM","M","pSP-b"
"SAEG16","SAEG16-1.lsm","SAEG16-1","L",614,2,"fru MARCM","M",NA
"SAEG16","SAEG16-1.lsm","SAEG16-1","L",4103,4,"fru MARCM","M","SN-a"
"SAEG16","SAEG16-1.lsm","SAEG16-1","R",613,1,"fru MARCM","M","pMP-d"
"SAEG17","SAEG17-1.lsm","SAEG17-1","L",623,3,"fru MARCM","M",NA
"SAEG17","SAEG17-1.lsm","SAEG17-1","L",621,2,"fru MARCM","M","aSP-c"
"SAEG17","SAEG17-1.lsm","SAEG17-1","R",617,1,"fru MARCM","M","aSP-l"
"SAEG2","SAEG2-1.lsm","SAEG2-1","R",581,2,"fru MARCM","M","aSP-m"
"SAEG2","SAEG2-1.lsm","SAEG2-1","R",583,3,"fru MARCM","M","pMP-d"
"SAEG2","SAEG2-1.lsm","SAEG2-1","R",578,1,"fru MARCM","M","aSP-c"
"SAEG2","SAEG2-1.lsm","SAEG2-1","L",584,4,"fru MARCM","M","pSG-c"
"SAEG5","SAEG5-1.lsm","SAEG5-1","R",585,1,"fru MARCM","M","aDT-e"
"SAEG5","SAEG5-1.lsm","SAEG5-1","R",2299,4,"fru MARCM","M","aDT-a"
"SAEG5","SAEG5-1.lsm","SAEG5-1","R",586,2,"fru MARCM","M","pMP-f"
"SAEG6","SAEG6-1.lsm","SAEG6-1","L",590,3,"fru MARCM","M",NA
"SAEG6","SAEG6-1.lsm","SAEG6-1","R",4104,6,"fru MARCM","M","MB"
"SAEG6","SAEG6-1.lsm","SAEG6-1","R",591,4,"fru MARCM","M","pMP-d"
"SAEG6","SAEG6-1.lsm","SAEG6-1","R",589,2,"fru MARCM","M","pSG-d"
"SAEG6","SAEG6-1.lsm","SAEG6-1","R",588,1,"fru MARCM","M","aSP-a"
"SAEG6","SAEG6-1.lsm","SAEG6-1","R",592,5,"fru MARCM","M",NA
"SAEG9","SAEG9-1.lsm","SAEG9-1","L",595,3,"fru MARCM","M",NA
"SAEG9","SAEG9-1.lsm","SAEG9-1","L",4105,4,"fru MARCM","M","SN-a"
"SAEG9","SAEG9-1.lsm","SAEG9-1","L",4106,5,"fru MARCM","M","SN-c"
"SAEG9","SAEG9-1.lsm","SAEG9-1","R",594,2,"fru MARCM","M","pSG-a"
"SAEG9","SAEG9-1.lsm","SAEG9-1","R",593,1,"fru MARCM","M","pMP-e"
"SAEH1","SAEH1-1.lsm","SAEH1-1","L",4195,4,"fru MARCM","M","vPr-a"
"SAEH1","SAEH1-1.lsm","SAEH1-1","R",629,3,"fru MARCM","M","pSP-e"
"SAEH1","SAEH1-1.lsm","SAEH1-1","L",625,1,"fru MARCM","M","aIP-b"
"SAEH1","SAEH1-1.lsm","SAEH1-1","L",628,2,"fru MARCM","M",NA
"SAEH10","SAEH10-1.lsm","SAEH10-1","L",3021,4,"fru MARCM","M","MB"
"SAEH10","SAEH10-1.lsm","SAEH10-1","R",640,3,"fru MARCM","M",NA
"SAEH10","SAEH10-1.lsm","SAEH10-1","L",639,2,"fru MARCM","M","aSP-m"
"SAEH10","SAEH10-1.lsm","SAEH10-1","R",4107,5,"fru MARCM","M","SN-d"
"SAEH10","SAEH10-1.lsm","SAEH10-1","L",637,1,"fru MARCM","M","aDT-g"
"SAEH11","SAEH11-1.lsm","SAEH11-1","L",3022,6,"fru MARCM","M","pMP-c"
"SAEH11","SAEH11-1.lsm","SAEH11-1","R",644,2,"fru MARCM","M","pIP-e"
"SAEH11","SAEH11-1.lsm","SAEH11-1","R",643,1,"fru MARCM","M",NA
"SAEH11","SAEH11-1.lsm","SAEH11-1","L",648,4,"fru MARCM","M","aSP-m"
"SAEH11","SAEH11-1.lsm","SAEH11-1","L",646,3,"fru MARCM","M",NA
"SAEH11","SAEH11-1.lsm","SAEH11-1","R",785,5,"fru MARCM","M",NA
"SAEH12","SAEH12-1.lsm","SAEH12-1","L",3023,2,"fru MARCM","M","pSG-b"
"SAEH12","SAEH12-1.lsm","SAEH12-1","R",2309,1,"fru MARCM","M","aDT-b"
"SAEH12","SAEH12-1.lsm","SAEH12-1","L",3024,3,"fru MARCM","M","pSP-f"
"SAEH2","SAEH2-1.lsm","SAEH2-1","R",635,1,"fru MARCM","M","aSP-b"
"SAEH2","SAEH2-1.lsm","SAEH2-1","L",638,3,"fru MARCM","M",NA
"SAEH2","SAEH2-1.lsm","SAEH2-1","R",4196,4,"fru MARCM","M","vPr-a"
"SAEH2","SAEH2-1.lsm","SAEH2-1","L",636,2,"fru MARCM","M",NA
"SAEH3","SAEH3-1.lsm","SAEH3-1","R",642,2,"fru MARCM","M","pMP-b"
"SAEH3","SAEH3-1.lsm","SAEH3-1","R",641,1,"fru MARCM","M","aSP-a"
"SAEH4","SAEH4-1.lsm","SAEH4-1","L",645,1,"fru MARCM","M","pMP-a"
"SAEH4","SAEH4-1.lsm","SAEH4-1","L",647,2,"fru MARCM","M",NA
"SAEH5","SAEH5-1.lsm","SAEH5-1","R",658,4,"fru MARCM","M",NA
"SAEH5","SAEH5-1.lsm","SAEH5-1","R",656,2,"fru MARCM","M","pSG-b"
"SAEH5","SAEH5-1.lsm","SAEH5-1","R",657,3,"fru MARCM","M",NA
"SAEH5","SAEH5-1.lsm","SAEH5-1","L",655,1,"fru MARCM","M","aSP-d"
"SAEH6","SAEH6-1.lsm","SAEH6-1","R",784,3,"fru MARCM","M",NA
"SAEH6","SAEH6-1.lsm","SAEH6-1","L",654,2,"fru MARCM","M","pMP-d"
"SAEH6","SAEH6-1.lsm","SAEH6-1","R",4197,4,"fru MARCM","M","vPr-a"
"SAEH6","SAEH6-1.lsm","SAEH6-1","L",653,1,"fru MARCM","M","aIP-a"
"SAEH7","SAEH7-1.lsm","SAEH7-1","R",651,1,"fru MARCM","M","pIP-h"
"SAEH7","SAEH7-1.lsm","SAEH7-1","R",652,1,"fru MARCM","M",NA
"SAEH8","SAEH8-1.lsm","SAEH8-1","R",649,1,"fru MARCM","M","aSP-g"
"SAEH8","SAEH8-1.lsm","SAEH8-1","R",650,2,"fru MARCM","M","pIP-j"
"SAEH8","SAEH8-1.lsm","SAEH8-1","R",3699,3,"fru MARCM","M","pMP-g"
"SAEH9","SAEH9-1.lsm","SAEH9-1","R",631,1,"fru MARCM","M","aSP-m"
"SAEH9","SAEH9-1.lsm","SAEH9-1","R",632,2,"fru MARCM","M","aSP-h"
"SAEH9","SAEH9-1.lsm","SAEH9-1","R",633,3,"fru MARCM","M",NA
"SAEI13","SAEI13-1.lsm","SAEI13-1","L",616,1,"fru MARCM","F","pSG-a"
"SAEI14","SAEI14-1.lsm","SAEI14-1","R",618,1,"fru MARCM","F","pSG-b"
"SAEI16","SAEI16-1.lsm","SAEI16-1","L",620,2,"fru MARCM","F",NA
"SAEI16","SAEI16-1.lsm","SAEI16-1","L",619,1,"fru MARCM","F",NA
"SAEI19","SAEI19-1.lsm","SAEI19-1","R",626,3,"fru MARCM","F",NA
"SAEI19","SAEI19-1.lsm","SAEI19-1","R",622,1,"fru MARCM","F","aIP-g"
"SAEI19","SAEI19-1.lsm","SAEI19-1","L",624,2,"fru MARCM","F",NA
"SAEI19","SAEI19-1.lsm","SAEI19-1","R",627,4,"fru MARCM","F",NA
"SAEI6","SAEI6-1.lsm","SAEI6-1","L",612,1,"fru MARCM","F","aSP-g"
"SAEJ10","SAEJ10-1.lsm","SAEJ10-1","L",674,1,"fru MARCM","F","aSP-d"
"SAEJ10","SAEJ10-1.lsm","SAEJ10-1","L",675,2,"fru MARCM","F","pSP-e"
"SAEJ12","SAEJ12-1.lsm","SAEJ12-1","R",680,2,"fru MARCM","F",NA
"SAEJ12","SAEJ12-1.lsm","SAEJ12-1","R",3025,3,"fru MARCM","F","aSP-k"
"SAEJ12","SAEJ12-1.lsm","SAEJ12-1","R",679,1,"fru MARCM","F","aDT-e"
"SAEJ13","SAEJ13-1.lsm","SAEJ13-1","R",682,1,"fru MARCM","F","aDT-d"
"SAEJ13","SAEJ13-1.lsm","SAEJ13-1","L",4199,2,"fru MARCM","F","MB"
"SAEJ14","SAEJ14-1.lsm","SAEJ14-1","R",3028,4,"fru MARCM","F","pMP-g"
"SAEJ14","SAEJ14-1.lsm","SAEJ14-1","R",3027,3,"fru MARCM","F","pIP-"
"SAEJ14","SAEJ14-1.lsm","SAEJ14-1","R",1583,1,"fru MARCM","F","aDT-b"
"SAEJ14","SAEJ14-1.lsm","SAEJ14-1","R",3026,2,"fru MARCM","F","aSP-b"
"SAEJ15","SAEJ15-1.lsm","SAEJ15-1","R",693,2,"fru MARCM","F","aSP-l"
"SAEJ15","SAEJ15-1.lsm","SAEJ15-1","L",691,1,"fru MARCM","F","aIP-e"
"SAEJ17","SAEJ17-1.lsm","SAEJ17-1","R",3029,2,"fru MARCM","F","MB"
"SAEJ17","SAEJ17-1.lsm","SAEJ17-1","L",697,1,"fru MARCM","F",NA
"SAEJ18","SAEJ18-1.lsm","SAEJ18-1","R",4007,2,"fru MARCM","F","SN-d"
"SAEJ18","SAEJ18-1.lsm","SAEJ18-1","L",699,1,"fru MARCM","F",NA
"SAEJ19","SAEJ19-1.lsm","SAEJ19-1","R",701,2,"fru MARCM","F","pIP-a"
"SAEJ19","SAEJ19-1.lsm","SAEJ19-1","R",700,1,"fru MARCM","F","aSP-m"
"SAEJ19","SAEJ19-1.lsm","SAEJ19-1","R",3030,3,"fru MARCM","F","pIP-f"
"SAEJ22","SAEJ22-1.lsm","SAEJ22-1","R",663,2,"fru MARCM","F",NA
"SAEJ22","SAEJ22-1.lsm","SAEJ22-1","L",662,1,"fru MARCM","F","aIP-b"
"SAEJ23","SAEJ23-1.lsm","SAEJ23-1","L",665,1,"fru MARCM","F","aDT-a"
"SAEJ23","SAEJ23-1.lsm","SAEJ23-1","R",666,2,"fru MARCM","F",NA
"SAEJ23","SAEJ23-1.lsm","SAEJ23-1","R",667,3,"fru MARCM","F",NA
"SAEJ26","SAEJ26-1.lsm","SAEJ26-1","R",668,1,"fru MARCM","F","aDT-a"
"SAEJ27","SAEJ27-1.lsm","SAEJ27-1","L",672,2,"fru MARCM","F",NA
"SAEJ27","SAEJ27-1.lsm","SAEJ27-1","L",2003,3,"fru MARCM","F",NA
"SAEJ27","SAEJ27-1.lsm","SAEJ27-1","L",671,1,"fru MARCM","F","aDT-e"
"SAEJ28","SAEJ28-1.lsm","SAEJ28-1","L",673,1,"fru MARCM","F","pMP-f"
"SAEJ28","SAEJ28-1.lsm","SAEJ28-1","R",4008,3,"fru MARCM","F","SN-d"
"SAEJ28","SAEJ28-1.lsm","SAEJ28-1","R",3031,2,"fru MARCM","F",NA
"SAEJ6","SAEJ6-1.lsm","SAEJ6-1","R",660,1,"fru MARCM","F","aSP-k"
"SAEJ6","SAEJ6-1.lsm","SAEJ6-1","R",661,2,"fru MARCM","F","pSP-a"
"SAEJ7","SAEJ7-1.lsm","SAEJ7-1","R",664,1,"fru MARCM","F","pSP-d"
"SAEJ8","SAEJ8-1.lsm","SAEJ8-1","L",670,2,"fru MARCM","F","aSP-e"
"SAEJ8","SAEJ8-1.lsm","SAEJ8-1","L",669,1,"fru MARCM","F","aDT-e"
"SAEK1","SAEK1-1.lsm","SAEK1-1","L",676,1,"fru MARCM","F","aIP-g"
"SAEK10","SAEK10-1.lsm","SAEK10-1","L",686,1,"fru MARCM","F","aDT-c"
"SAEK10","SAEK10-1.lsm","SAEK10-1","L",2004,2,"fru MARCM","F",NA
"SAEK12","SAEK12-1.lsm","SAEK12-1","R",689,2,"fru MARCM","F","aDT-h"
"SAEK12","SAEK12-1.lsm","SAEK12-1","L",688,1,"fru MARCM","F","aSP-i"
"SAEK14","SAEK14-1.lsm","SAEK14-1","R",692,2,"fru MARCM","F","pIP-h"
"SAEK14","SAEK14-1.lsm","SAEK14-1","R",690,1,"fru MARCM","F",NA
"SAEK15","SAEK15-1.lsm","SAEK15-1","L",694,1,"fru MARCM","F","aDT-g"
"SAEK15","SAEK15-1.lsm","SAEK15-1","L",695,2,"fru MARCM","F","pIP-c"
"SAEK15","SAEK15-1.lsm","SAEK15-1","L",696,3,"fru MARCM","F","MB"
"SAEK16","SAEK16-1.lsm","SAEK16-1","L",659,1,"fru MARCM","F","pSP-a"
"SAEK3","SAEK3-1.lsm","SAEK3-1","R",4009,2,"fru MARCM","F","SN-a"
"SAEK3","SAEK3-1.lsm","SAEK3-1","R",678,1,"fru MARCM","F",NA
"SAEK4","SAEK4-1.lsm","SAEK4-1","R",683,2,"fru MARCM","F",NA
"SAEK4","SAEK4-1.lsm","SAEK4-1","L",681,1,"fru MARCM","F","aIP-e"
"SAEK4","SAEK4-1.lsm","SAEK4-1","R",685,4,"fru MARCM","F","pSP-b"
"SAEK4","SAEK4-1.lsm","SAEK4-1","R",684,3,"fru MARCM","F",NA
"SAEL12","SAEL12-1.lsm","SAEL12-1","R",4108,5,"fru MARCM","M","SN-a"
"SAEL12","SAEL12-1.lsm","SAEL12-1","R",711,2,"fru MARCM","M",NA
"SAEL12","SAEL12-1.lsm","SAEL12-1","L",712,3,"fru MARCM","M","pIP-"
"SAEL12","SAEL12-1.lsm","SAEL12-1","L",3032,4,"fru MARCM","M","MB"
"SAEL12","SAEL12-1.lsm","SAEL12-1","L",710,1,"fru MARCM","M","pSP-d"
"SAEL23","SAEL23-1.lsm","SAEL23-1","L",715,1,"fru MARCM","M","pIP-c"
"SAEL23","SAEL23-1.lsm","SAEL23-1","L",1590,2,"fru MARCM","M","aSP-c"
"SAEL23","SAEL23-1.lsm","SAEL23-1","L",2030,3,"fru MARCM","M","pIP-e"
"SAEL7","SAEL7-1.lsm","SAEL7-1","L",702,1,"fru MARCM","M","aDT-e"
"SAEL7","SAEL7-1.lsm","SAEL7-1","L",703,2,"fru MARCM","M","aDT-a"
"SAEL7","SAEL7-1.lsm","SAEL7-1","R",704,3,"fru MARCM","M","pSP-a"
"SAEL9","SAEL9-1.lsm","SAEL9-1","L",709,5,"fru MARCM","M",NA
"SAEL9","SAEL9-1.lsm","SAEL9-1","R",705,1,"fru MARCM","M",NA
"SAEL9","SAEL9-1.lsm","SAEL9-1","L",708,4,"fru MARCM","M","pMP-g"
"SAEL9","SAEL9-1.lsm","SAEL9-1","L",707,3,"fru MARCM","M",NA
"SAEL9","SAEL9-1.lsm","SAEL9-1","R",3934,6,"fru MARCM","M","SN-a"
"SAEL9","SAEL9-1.lsm","SAEL9-1","R",706,2,"fru MARCM","M","pSG-a"
"SAEM10","SAEM10-1.lsm","SAEM10-1","L",729,1,"fru MARCM","M",NA
"SAEM10","SAEM10-1.lsm","SAEM10-1","L",730,2,"fru MARCM","M",NA
"SAEM11","SAEM11-1.lsm","SAEM11-1","R",3033,3,"fru MARCM","M","pSG-e"
"SAEM11","SAEM11-1.lsm","SAEM11-1","L",732,2,"fru MARCM","M",NA
"SAEM11","SAEM11-1.lsm","SAEM11-1","L",731,1,"fru MARCM","M","pIP-a"
"SAEM12","SAEM12-1.lsm","SAEM12-1","L",733,1,"fru MARCM","M","aSG-a"
"SAEM14","SAEM14-1.lsm","SAEM14-1","R",734,1,"fru MARCM","M","aDT-e"
"SAEM14","SAEM14-1.lsm","SAEM14-1","R",735,2,"fru MARCM","M",NA
"SAEM14","SAEM14-1.lsm","SAEM14-1","R",736,3,"fru MARCM","M",NA
"SAEM15","SAEM15-1.lsm","SAEM15-1","R",742,6,"fru MARCM","M","pSG-b"
"SAEM15","SAEM15-1.lsm","SAEM15-1","L",738,2,"fru MARCM","M",NA
"SAEM15","SAEM15-1.lsm","SAEM15-1","L",740,4,"fru MARCM","M","aSP-m"
"SAEM15","SAEM15-1.lsm","SAEM15-1","R",737,1,"fru MARCM","M",NA
"SAEM15","SAEM15-1.lsm","SAEM15-1","L",739,3,"fru MARCM","M",NA
"SAEM15","SAEM15-1.lsm","SAEM15-1","R",741,5,"fru MARCM","M","aSP-h"
"SAEM18","SAEM18-1.lsm","SAEM18-1","L",745,3,"fru MARCM","M",NA
"SAEM18","SAEM18-1.lsm","SAEM18-1","L",743,1,"fru MARCM","M","pSP-e"
"SAEM18","SAEM18-1.lsm","SAEM18-1","L",746,4,"fru MARCM","M","pMP-e"
"SAEM18","SAEM18-1.lsm","SAEM18-1","R",1785,6,"fru MARCM","M","pSP-a"
"SAEM18","SAEM18-1.lsm","SAEM18-1","L",4109,7,"fru MARCM","M","SN-a"
"SAEM18","SAEM18-1.lsm","SAEM18-1","L",747,5,"fru MARCM","M",NA
"SAEM21","SAEM21-1.lsm","SAEM21-1","R",748,1,"fru MARCM","M","aDT-e"
"SAEM21","SAEM21-1.lsm","SAEM21-1","R",750,3,"fru MARCM","M",NA
"SAEM23","SAEM23-1.lsm","SAEM23-1","L",752,2,"fru MARCM","M",NA
"SAEM23","SAEM23-1.lsm","SAEM23-1","L",751,1,"fru MARCM","M","aSP-l"
"SAEM24","SAEM24-1.lsm","SAEM24-1","R",754,2,"fru MARCM","M","aIP-b"
"SAEM24","SAEM24-1.lsm","SAEM24-1","R",755,3,"fru MARCM","M","pSP-d"
"SAEM24","SAEM24-1.lsm","SAEM24-1","R",753,1,"fru MARCM","M","aSP-j"
"SAEM24","SAEM24-1.lsm","SAEM24-1","L",1786,NA,"fru MARCM","M","pSP-a"
"SAEM4","SAEM4-1.lsm","SAEM4-1","L",716,1,"fru MARCM","M",NA
"SAEM4","SAEM4-1.lsm","SAEM4-1","L",718,3,"fru MARCM","M","pMP-g"
"SAEM4","SAEM4-1.lsm","SAEM4-1","R",717,2,"fru MARCM","M",NA
"SAEM4","SAEM4-1.lsm","SAEM4-1","L",4110,4,"fru MARCM","M","SN-b"
"SAEM5","SAEM5-1.lsm","SAEM5-1","L",719,1,"fru MARCM","M","aIP-i"
"SAEM5","SAEM5-1.lsm","SAEM5-1","R",720,2,"fru MARCM","M","aDT-c"
"SAEM8","SAEM8-1.lsm","SAEM8-1","L",722,2,"fru MARCM","M","aSG-a"
"SAEM8","SAEM8-1.lsm","SAEM8-1","L",724,4,"fru MARCM","M",NA
"SAEM8","SAEM8-1.lsm","SAEM8-1","R",723,3,"fru MARCM","M","pIP-b"
"SAEM8","SAEM8-1.lsm","SAEM8-1","R",721,1,"fru MARCM","M","aIP-h"
"SAEM8","SAEM8-1.lsm","SAEM8-1","R",725,5,"fru MARCM","M",NA
"SAEM9","SAEM9-1.lsm","SAEM9-1","R",727,2,"fru MARCM","M",NA
"SAEM9","SAEM9-1.lsm","SAEM9-1","R",728,3,"fru MARCM","M",NA
"SAEM9","SAEM9-1.lsm","SAEM9-1","R",4111,4,"fru MARCM","M","SN-a"
"SAEM9","SAEM9-1.lsm","SAEM9-1","R",726,1,"fru MARCM","M",NA
"SAGA1","SAGA1-1.lsm","SAGA1-1","L",762,1,"fru MARCM","M","pMP-a"
"SAGC1","SAGC1-1.lsm","SAGC1-1","L",2355,2,"fru MARCM","M",NA
"SAGC1","SAGC1-1.lsm","SAGC1-1","L",2354,1,"fru MARCM","M","vMs-j"
"SAGC2","SAGC2-1.lsm","SAGC2-1","L",2356,1,"fru MARCM","M","dPr-b"
"SAGC3","SAGC3-1.lsm","SAGC3-1","L",2358,2,"fru MARCM","M","dAb-a"
"SAGC3","SAGC3-1.lsm","SAGC3-1","R",2357,1,"fru MARCM","M","vMs-m"
"SAGD1","SAGD1-1.lsm","SAGD1-1","L",2360,1,"fru MARCM","F",NA
"SAGD2","SAGD2-1.lsm","SAGD2-1","L",2359,1,"fru MARCM","F","vMt-a"
"SAGD2","SAGD2-1.lsm","SAGD2-1","R",2362,2,"fru MARCM","F","vPr-h"
"SAGD3","SAGD3-1.lsm","SAGD3-1","R",2361,1,"fru MARCM","F","vPr-c"
"SAGD4","SAGD4-1.lsm","SAGD4-1","L",3279,2,"fru MARCM","F","SN-g"
"SAGD4","SAGD4-1.lsm","SAGD4-1","R",2363,1,"fru MARCM","F","vPr-c"
"SAGD5","SAGD5-1.lsm","SAGD5-1","R",2366,2,"fru MARCM","F",NA
"SAGD5","SAGD5-1.lsm","SAGD5-1","R",2364,1,"fru MARCM","F","vMs-m"
"SAGD6","SAGD6-1.lsm","SAGD6-1","L",2376,5,"fru MARCM","F",NA
"SAGD6","SAGD6-1.lsm","SAGD6-1","R",2368,3,"fru MARCM","F",NA
"SAGD6","SAGD6-1.lsm","SAGD6-1","R",2367,2,"fru MARCM","F","vMs-g"
"SAGD6","SAGD6-1.lsm","SAGD6-1","L",2374,4,"fru MARCM","F",NA
"SAGD7","SAGD7-1.lsm","SAGD7-1","R",2371,3,"fru MARCM","F","SN-g"
"SAGD7","SAGD7-1.lsm","SAGD7-1","R",2372,4,"fru MARCM","F",NA
"SAGD7","SAGD7-1.lsm","SAGD7-1","L",2369,1,"fru MARCM","F",NA
"SAGD7","SAGD7-1.lsm","SAGD7-1","L",2370,2,"fru MARCM","F","SN-f"
"SAGD8","SAGD8-1.lsm","SAGD8-1","R",2379,2,"fru MARCM","F","vPr-h"
"SAGD8","SAGD8-1.lsm","SAGD8-1","L",2375,1,"fru MARCM","F",NA
"SAGE1","SAGE1-1.lsm","SAGE1-1","L",2377,1,"fru MARCM","F","vPr-c"
"SAGE10","SAGE10-1.lsm","SAGE10-1","L",2378,1,"fru MARCM","F","vPr-c"
"SAGE11","SAGE11-1.lsm","SAGE11-1","L",2381,1,"fru MARCM","F","dPr-a"
"SAGE11","SAGE11-1.lsm","SAGE11-1","R",2382,2,"fru MARCM","F",NA
"SAGE13","SAGE13-1.lsm","SAGE13-1","R",2388,1,"fru MARCM","F","vMs-f"
"SAGE13","SAGE13-1.lsm","SAGE13-1","R",2391,2,"fru MARCM","F",NA
"SAGE2","SAGE2-1.lsm","SAGE2-1","R",2383,1,"fru MARCM","F","SN-h"
"SAGE3","SAGE3-1.lsm","SAGE3-1","L",2385,2,"fru MARCM","F",NA
