"BrainKey","lsmpath","imagestems","Side","UniqueID","CloneNo","Genotype","Sex","CloneName"
"SAKW2","SAKW2-1.lsm","SAKW2-1","L",3295,5,"fru Syt MARCM","M","dPr-d"
"SAKW20","SAKW20-1.lsm","SAKW20-1","R",3162,1,"fru Syt MARCM","M","aDT-b"
"SAKW20","SAKW20-1.lsm","SAKW20-1","L",3292,3,"fru Syt MARCM","M","vPr-e"
"SAKW20","SAKW20-1.lsm","SAKW20-1","L",3291,2,"fru Syt MARCM","M","dMs-a"
"SAKW21","SAKW21-1.lsm","SAKW21-1","L",3158,3,"fru Syt MARCM","M",NA
"SAKW21","SAKW21-1.lsm","SAKW21-1","R",3157,2,"fru Syt MARCM","M","aSP-e"
"SAKW21","SAKW21-1.lsm","SAKW21-1","L",3290,7,"fru Syt MARCM","M","vMt-h"
"SAKW21","SAKW21-1.lsm","SAKW21-1","R",3289,6,"fru Syt MARCM","M",NA
"SAKW21","SAKW21-1.lsm","SAKW21-1","L",3160,4,"fru Syt MARCM","M","MB"
"SAKW21","SAKW21-1.lsm","SAKW21-1","L",3156,1,"fru Syt MARCM","M","pSP-f"
"SAKW21","SAKW21-1.lsm","SAKW21-1","L",3288,5,"fru Syt MARCM","M",NA
"SAKW22","SAKW22-1.lsm","SAKW22-1","R",3153,1,"fru Syt MARCM","M","aIP-g"
"SAKW23","SAKW23-1.lsm","SAKW23-1","L",3151,1,"fru Syt MARCM","M","Lo"
"SAKW23","SAKW23-1.lsm","SAKW23-1","L",3927,2,"fru Syt MARCM","M",NA
"SAKW25","SAKW25-1.lsm","SAKW25-1","L",3286,1,"fru Syt MARCM","M","vMt-f"
"SAKW25","SAKW25-1.lsm","SAKW25-1","L",3287,2,"fru Syt MARCM","M","vPr-b"
"SAKW26","SAKW26-1.lsm","SAKW26-1","R",3284,1,"fru Syt MARCM","M","vMt-c"
"SAKW4","SAKW4-1.lsm","SAKW4-1","L",3283,1,"fru Syt MARCM","M","vPr-b"
"SAKW5","SAKW5-1.lsm","SAKW5-1","R",3150,2,"fru Syt MARCM","M","MB"
"SAKW5","SAKW5-1.lsm","SAKW5-1","L",3149,1,"fru Syt MARCM","M","MB"
"SAKW6","SAKW6-1.lsm","SAKW6-1","R",3147,1,"fru Syt MARCM","M","pSP-d"
"SAKW6","SAKW6-1.lsm","SAKW6-1","R",3282,2,"fru Syt MARCM","M",NA
"SAKW7","SAKW7-1.lsm","SAKW7-1","L",3143,1,"fru Syt MARCM","M",NA
"SAKW7","SAKW7-1.lsm","SAKW7-1","L",3281,2,"fru Syt MARCM","M",NA
"SAKW8","SAKW8-1.lsm","SAKW8-1","R",3280,1,"fru Syt MARCM","M",NA
"SAKW9","SAKW9-1.lsm","SAKW9-1","L",3139,1,"fru Syt MARCM","M","MB"
"SAKW9","SAKW9-1.lsm","SAKW9-1","R",3141,2,"fru Syt MARCM","M",NA
"SAKW9","SAKW9-1.lsm","SAKW9-1","L",3142,3,"fru Syt MARCM","M","pIP-i"
